frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
0,0,10,0,100.0,0,0.0
1,0,10,0,100.0,0,0.0
2,0,10,0,100.0,0,0.0
3,1,10,1.0,100.0,0,0.0
4,0,10,0,100.0,0,0.0
5,1,10,1.0,100.0,0,0.0
6,2,10,1.0,90.0,0,10.0
7,2,10,1.5,90.0,0,10.0
8,2,10,2.0,90.0,0,10.0
9,1,10,0.0,90.0,0,10.0
10,0,10,0,90.0,1,0.0
11,1,10,0.0,80.0,1,11.11
12,2,10,0.5,80.0,1,11.11
13,3,10,0.67,70.0,1,22.22
14,4,10,1.0,70.0,1,22.22
15,3,10,2.0,70.0,2,12.5
16,3,10,2.33,60.0,2,25.0
17,2,10,4.0,60.0,3,14.29
18,3,10,3.33,60.0,3,14.29
19,2,10,4.0,70.0,3,0.0
20,2,10,5.0,70.0,3,0.0
21,2,10,4.5,70.0,3,0.0
22,3,10,3.67,60.0,3,14.29
23,2,10,1.5,60.0,3,14.29
24,1,10,0.0,60.0,3,14.29
25,0,10,0,70.0,3,0.0
26,0,10,0,70.0,3,0.0
27,1,10,1.0,70.0,3,0.0
28,1,10,1.0,60.0,3,14.29
29,1,10,1.0,60.0,3,14.29
30,1,10,1.0,60.0,3,14.29
31,1,10,0.0,60.0,3,14.29
32,1,10,0.0,60.0,3,14.29
33,1,10,0.0,60.0,3,14.29
34,2,10,0.5,60.0,3,14.29
35,1,10,2.0,60.0,4,0.0
36,0,10,0,60.0,4,0.0
37,0,10,0,60.0,4,0.0
38,1,10,1.0,60.0,4,0.0
39,1,10,2.0,70.0,3,0.0
40,1,10,2.0,60.0,3,14.29
41,2,10,1.5,60.0,3,14.29
42,2,10,2.0,60.0,3,14.29
43,2,10,1.5,60.0,3,14.29
44,1,10,2.0,70.0,3,0.0
45,1,10,2.0,60.0,4,0.0
46,2,10,2.0,70.0,3,0.0
47,1,10,4.0,70.0,3,0.0
48,0,10,0,70.0,3,0.0
49,1,10,1.0,70.0,3,0.0
50,2,10,1.0,60.0,3,14.29
51,2,10,1.5,60.0,3,14.29
52,3,10,1.67,60.0,3,14.29
53,3,10,1.67,40.0,5,20.0
54,3,10,2.33,40.0,5,20.0
55,2,10,3.0,40.0,5,20.0
56,1,10,4.0,50.0,5,0.0
57,1,10,4.0,40.0,5,20.0
58,1,10,4.0,40.0,5,20.0
59,1,10,1.0,50.0,5,0.0
60,2,10,1.5,50.0,5,0.0
61,3,10,2.0,50.0,5,0.0
62,3,10,2.67,40.0,5,20.0
63,3,10,3.33,40.0,5,20.0
64,2,10,3.5,60.0,4,0.0
65,1,10,2.0,50.0,5,0.0
66,2,10,2.0,50.0,5,0.0
67,2,10,3.0,50.0,5,0.0
68,3,10,3.0,50.0,5,0.0
69,2,10,1.5,50.0,5,0.0
70,2,10,2.5,50.0,5,0.0
71,2,10,3.5,50.0,5,0.0
72,3,10,3.33,50.0,5,0.0
73,4,10,3.5,60.0,4,0.0
74,1,10,2.0,60.0,4,0.0
75,1,10,3.0,60.0,4,0.0
76,1,10,4.0,60.0,4,0.0
77,0,10,0,60.0,4,0.0
78,1,10,1.0,60.0,4,0.0
79,1,10,1.0,50.0,4,16.67
80,2,10,1.0,50.0,4,16.67
81,2,10,1.5,50.0,4,16.67
82,3,10,1.33,60.0,2,25.0
83,3,10,0.67,60.0,3,14.29
84,4,10,1.25,60.0,3,14.29
85,3,10,1.67,50.0,4,16.67
86,3,10,1.67,50.0,5,0.0
87,3,10,2.67,50.0,5,0.0
88,1,10,3.0,50.0,5,0.0
89,1,10,1.0,50.0,5,0.0
90,1,10,2.0,50.0,5,0.0
91,1,10,2.0,40.0,6,0.0
92,1,10,2.0,30.0,6,25.0
93,0,10,0,40.0,6,0.0
94,1,10,1.0,50.0,5,0.0
95,1,10,2.0,50.0,5,0.0
96,1,10,2.0,40.0,5,20.0
97,0,10,0,50.0,5,0.0
98,1,10,1.0,50.0,5,0.0
99,1,10,2.0,50.0,5,0.0
100,2,10,2.0,50.0,5,0.0
101,0,10,0,50.0,5,0.0
