frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
265,0,10,0,80.0,2,0.0
266,0,10,0,80.0,2,0.0
267,1,10,1.0,80.0,2,0.0
268,1,10,0.0,70.0,3,0.0
269,1,10,1.0,70.0,3,0.0
270,0,10,0,80.0,2,0.0
271,1,10,1.0,80.0,2,0.0
272,2,10,1.5,80.0,2,0.0
273,2,10,2.5,80.0,2,0.0
274,3,10,2.33,70.0,2,12.5
275,1,10,4.0,80.0,2,0.0
276,2,10,3.0,80.0,2,0.0
277,2,10,1.5,80.0,2,0.0
278,2,10,2.5,80.0,2,0.0
279,1,10,4.0,80.0,2,0.0
280,1,10,5.0,80.0,2,0.0
281,1,10,0.0,80.0,1,11.11
282,2,10,0.0,70.0,2,12.5
283,2,10,0.5,70.0,2,12.5
284,3,10,1.0,70.0,3,0.0
285,2,10,2.5,70.0,3,0.0
286,1,10,4.0,70.0,3,0.0
287,1,10,5.0,70.0,3,0.0
288,1,10,6.0,70.0,3,0.0
289,1,10,6.0,60.0,3,14.29
290,1,10,1.0,60.0,4,0.0
291,1,10,2.0,60.0,4,0.0
292,1,10,3.0,60.0,4,0.0
293,1,10,1.0,60.0,4,0.0
294,1,10,1.0,50.0,4,16.67
295,2,10,1.0,50.0,4,16.67
296,1,10,2.0,60.0,4,0.0
297,1,10,3.0,70.0,3,0.0
298,1,10,0.0,60.0,3,14.29
299,1,10,0.0,60.0,3,14.29
300,1,10,0.0,60.0,3,14.29
