frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
104,1,10,9.0,90.0,1,0.0
105,0,10,0,90.0,1,0.0
106,0,10,0,90.0,1,0.0
107,0,10,0,90.0,1,0.0
108,1,10,0.0,80.0,1,11.11
109,1,10,0.0,80.0,1,11.11
110,1,10,0.0,80.0,1,11.11
111,1,10,0.0,80.0,1,11.11
112,0,10,0,80.0,2,0.0
113,0,10,0,90.0,1,0.0
114,0,10,0,90.0,1,0.0
115,0,10,0,90.0,1,0.0
116,0,10,0,90.0,1,0.0
117,0,10,0,90.0,1,0.0
118,0,10,0,90.0,1,0.0
119,1,10,1.0,90.0,1,0.0
120,0,10,0,90.0,1,0.0
121,0,10,0,90.0,1,0.0
122,1,10,0.0,80.0,1,11.11
123,1,10,0.0,80.0,1,11.11
124,1,10,0.0,80.0,1,11.11
125,1,10,0.0,80.0,1,11.11
126,0,10,0,80.0,2,0.0
127,0,10,0,80.0,2,0.0
128,0,10,0,80.0,2,0.0
129,0,10,0,80.0,2,0.0
130,0,10,0,80.0,2,0.0
131,0,10,0,80.0,2,0.0
132,0,10,0,80.0,2,0.0
133,1,10,1.0,80.0,2,0.0
134,1,10,2.0,80.0,2,0.0
135,2,10,2.0,80.0,2,0.0
136,2,10,2.5,70.0,2,12.5
137,1,10,1.0,70.0,2,12.5
138,2,10,0.5,60.0,2,25.0
139,2,10,0.5,60.0,3,14.29
140,0,10,0,70.0,3,0.0
141,1,10,1.0,80.0,2,0.0
142,1,10,2.0,80.0,2,0.0
143,2,10,2.0,80.0,2,0.0
144,2,10,2.5,70.0,2,12.5
145,2,10,3.0,70.0,2,12.5
146,1,10,4.0,80.0,2,0.0
147,1,10,5.0,80.0,2,0.0
148,1,10,6.0,80.0,2,0.0
149,1,10,6.0,70.0,2,12.5
150,2,10,3.5,70.0,3,0.0
151,2,10,3.5,50.0,4,16.67
152,0,10,0,60.0,4,0.0
153,1,10,1.0,60.0,4,0.0
154,1,10,2.0,60.0,4,0.0
155,1,10,1.0,70.0,3,0.0
156,2,10,1.5,70.0,3,0.0
157,2,10,2.5,70.0,3,0.0
158,2,10,3.5,70.0,3,0.0
159,2,10,4.5,70.0,3,0.0
160,1,10,6.0,70.0,3,0.0
161,0,10,0,70.0,3,0.0
162,0,10,0,70.0,3,0.0
163,0,10,0,70.0,3,0.0
164,1,10,1.0,70.0,3,0.0
165,1,10,2.0,70.0,3,0.0
166,2,10,1.5,60.0,3,14.29
167,2,10,2.0,60.0,3,14.29
168,2,10,2.5,70.0,2,12.5
169,3,10,2.33,70.0,2,12.5
170,2,10,1.0,60.0,3,14.29
171,1,10,2.0,70.0,3,0.0
172,1,10,3.0,70.0,3,0.0
173,1,10,4.0,70.0,3,0.0
174,1,10,5.0,70.0,3,0.0
175,1,10,6.0,70.0,3,0.0
176,0,10,0,70.0,3,0.0
177,0,10,0,70.0,3,0.0
178,0,10,0,70.0,3,0.0
179,0,10,0,80.0,2,0.0
180,1,10,1.0,90.0,1,0.0
181,1,10,2.0,90.0,1,0.0
182,1,10,0.0,80.0,1,11.11
183,1,10,0.0,80.0,1,11.11
184,2,10,0.0,70.0,1,22.22
185,3,10,0.33,70.0,1,22.22
186,3,10,0.67,70.0,2,12.5
187,3,10,1.33,70.0,2,12.5
188,3,10,1.0,70.0,3,0.0
189,1,10,0.0,60.0,3,14.29
190,0,10,0,70.0,3,0.0
191,0,10,0,70.0,3,0.0
192,0,10,0,70.0,3,0.0
193,0,10,0,70.0,3,0.0
194,0,10,0,70.0,3,0.0
195,1,10,0.0,60.0,3,14.29
196,2,10,0.5,60.0,3,14.29
197,2,10,1.0,60.0,3,14.29
198,2,10,1.5,60.0,3,14.29
199,1,10,0.0,70.0,3,0.0
200,1,10,1.0,70.0,3,0.0
201,1,10,1.0,60.0,4,0.0
202,1,10,2.0,60.0,4,0.0
203,0,10,0,60.0,4,0.0
204,0,10,0,60.0,4,0.0
205,0,10,0,60.0,4,0.0
206,0,10,0,60.0,4,0.0
207,1,10,1.0,60.0,4,0.0
208,2,10,1.5,60.0,4,0.0
209,2,10,1.5,40.0,4,33.33
210,2,10,1.5,40.0,4,33.33
211,2,10,1.5,40.0,4,33.33
212,2,10,1.5,40.0,4,33.33
213,2,10,1.5,40.0,6,0.0
214,2,10,2.5,40.0,6,0.0
215,0,10,0,50.0,5,0.0
216,0,10,0,50.0,5,0.0
217,0,10,0,60.0,4,0.0
218,1,10,1.0,60.0,4,0.0
219,0,10,0,60.0,4,0.0
220,0,10,0,60.0,4,0.0
221,0,10,0,60.0,4,0.0
222,1,10,1.0,60.0,4,0.0
223,0,10,0,60.0,4,0.0
224,0,10,0,60.0,4,0.0
225,0,10,0,60.0,4,0.0
226,1,10,1.0,60.0,4,0.0
227,1,10,2.0,60.0,4,0.0
228,1,10,3.0,70.0,3,0.0
229,1,10,4.0,70.0,3,0.0
230,1,10,5.0,80.0,2,0.0
231,1,10,6.0,80.0,2,0.0
232,0,10,0,80.0,2,0.0
233,0,10,0,80.0,2,0.0
234,0,10,0,80.0,2,0.0
235,0,10,0,80.0,2,0.0
236,0,10,0,80.0,2,0.0
237,0,10,0,80.0,2,0.0
238,1,10,1.0,80.0,2,0.0
239,1,10,1.0,80.0,2,0.0
240,1,10,2.0,80.0,2,0.0
241,1,10,3.0,80.0,2,0.0
242,2,10,2.5,100.0,0,0.0
243,1,10,5.0,100.0,0,0.0
244,2,10,3.5,100.0,0,0.0
245,2,10,4.5,100.0,0,0.0
246,3,10,4.0,100.0,0,0.0
247,3,10,4.67,90.0,0,10.0
248,1,10,3.0,90.0,1,0.0
249,1,10,4.0,90.0,1,0.0
250,1,10,4.0,80.0,1,11.11
251,1,10,4.0,80.0,1,11.11
252,1,10,4.0,80.0,1,11.11
253,1,10,4.0,80.0,1,11.11
254,0,10,0,80.0,2,0.0
255,0,10,0,80.0,2,0.0
256,0,10,0,80.0,2,0.0
257,0,10,0,80.0,2,0.0
258,0,10,0,80.0,2,0.0
259,0,10,0,80.0,2,0.0
260,0,10,0,80.0,2,0.0
261,0,10,0,80.0,2,0.0
262,0,10,0,80.0,2,0.0
263,0,10,0,80.0,2,0.0
264,0,10,0,80.0,2,0.0
265,0,10,0,80.0,2,0.0
266,0,10,0,80.0,2,0.0
267,0,10,0,80.0,2,0.0
268,0,10,0,80.0,2,0.0
269,1,10,1.0,80.0,2,0.0
270,0,10,0,80.0,2,0.0
271,0,10,0,80.0,2,0.0
272,0,10,0,80.0,2,0.0
273,0,10,0,80.0,2,0.0
274,0,10,0,80.0,2,0.0
275,0,10,0,80.0,2,0.0
276,0,10,0,80.0,2,0.0
277,1,10,0.0,80.0,1,11.11
278,1,10,0.0,80.0,1,11.11
279,0,10,0,90.0,1,0.0
280,0,10,0,90.0,1,0.0
281,0,10,0,90.0,1,0.0
282,0,10,0,90.0,1,0.0
283,0,10,0,100.0,0,0.0
284,0,10,0,100.0,0,0.0
285,0,10,0,100.0,0,0.0
286,0,10,0,100.0,0,0.0
287,0,10,0,100.0,0,0.0
288,0,10,0,100.0,0,0.0
289,1,10,1.0,100.0,0,0.0
290,1,10,2.0,100.0,0,0.0
291,1,10,2.0,90.0,0,10.0
292,1,10,2.0,90.0,0,10.0
293,1,10,2.0,90.0,1,0.0
294,1,10,3.0,90.0,1,0.0
295,1,10,4.0,90.0,1,0.0
296,0,10,0,90.0,1,0.0
297,0,10,0,90.0,1,0.0
298,0,10,0,90.0,1,0.0
299,0,10,0,90.0,1,0.0
300,0,10,0,90.0,1,0.0
301,0,10,0,90.0,1,0.0
302,0,10,0,90.0,1,0.0
303,0,10,0,90.0,1,0.0
304,0,10,0,90.0,1,0.0
305,0,10,0,90.0,1,0.0
306,0,10,0,90.0,1,0.0
307,0,10,0,90.0,1,0.0
308,0,10,0,90.0,1,0.0
309,0,10,0,90.0,1,0.0
310,0,10,0,90.0,1,0.0
311,0,10,0,90.0,1,0.0
312,0,10,0,90.0,1,0.0
313,0,10,0,90.0,1,0.0
314,0,10,0,90.0,1,0.0
315,0,10,0,90.0,1,0.0
316,0,10,0,90.0,1,0.0
317,0,10,0,90.0,1,0.0
318,0,10,0,90.0,1,0.0
319,0,10,0,90.0,1,0.0
320,0,10,0,90.0,1,0.0
321,0,10,0,90.0,1,0.0
322,0,10,0,100.0,0,0.0
323,0,10,0,100.0,0,0.0
324,0,10,0,100.0,0,0.0
325,0,10,0,100.0,0,0.0
326,0,10,0,100.0,0,0.0
327,0,10,0,100.0,0,0.0
328,0,10,0,100.0,0,0.0
329,0,10,0,100.0,0,0.0
330,0,10,0,100.0,0,0.0
331,0,10,0,100.0,0,0.0
332,0,10,0,100.0,0,0.0
333,0,10,0,100.0,0,0.0
334,0,10,0,100.0,0,0.0
335,0,10,0,100.0,0,0.0
336,0,10,0,100.0,0,0.0
337,0,10,0,100.0,0,0.0
338,0,10,0,100.0,0,0.0
339,0,10,0,100.0,0,0.0
340,0,10,0,100.0,0,0.0
341,0,10,0,100.0,0,0.0
342,0,10,0,100.0,0,0.0
343,0,10,0,100.0,0,0.0
344,0,10,0,100.0,0,0.0
345,0,10,0,100.0,0,0.0
346,1,10,1.0,100.0,0,0.0
347,1,10,2.0,100.0,0,0.0
348,1,10,3.0,100.0,0,0.0
349,0,10,0,100.0,0,0.0
350,0,10,0,100.0,0,0.0
351,0,10,0,100.0,0,0.0
352,1,10,1.0,100.0,0,0.0
353,0,10,0,100.0,0,0.0
354,0,10,0,100.0,0,0.0
355,0,10,0,100.0,0,0.0
356,0,10,0,100.0,0,0.0
357,0,10,0,100.0,0,0.0
358,0,10,0,100.0,0,0.0
359,0,10,0,100.0,0,0.0
360,0,10,0,100.0,0,0.0
361,0,10,0,100.0,0,0.0
362,0,10,0,100.0,0,0.0
363,0,10,0,100.0,0,0.0
364,1,10,1.0,100.0,0,0.0
365,1,10,2.0,100.0,0,0.0
366,2,10,1.5,90.0,0,10.0
367,2,10,2.0,90.0,0,10.0
368,1,10,3.0,100.0,0,0.0
369,0,10,0,100.0,0,0.0
370,0,10,0,100.0,0,0.0
371,0,10,0,100.0,0,0.0
372,0,10,0,100.0,0,0.0
373,0,10,0,100.0,0,0.0
374,1,10,1.0,100.0,0,0.0
375,1,10,2.0,100.0,0,0.0
376,1,10,2.0,90.0,0,10.0
377,1,10,2.0,90.0,1,0.0
378,1,10,3.0,90.0,1,0.0
379,0,10,0,90.0,1,0.0
380,0,10,0,90.0,1,0.0
381,0,10,0,90.0,1,0.0
382,0,10,0,90.0,1,0.0
383,1,10,0.0,80.0,1,11.11
384,2,10,0.5,80.0,1,11.11
385,2,10,1.0,80.0,1,11.11
386,2,10,1.5,80.0,1,11.11
387,3,10,1.67,80.0,2,0.0
388,2,10,1.5,80.0,2,0.0
389,1,10,3.0,80.0,2,0.0
390,2,10,2.0,70.0,2,12.5
391,2,10,2.5,70.0,2,12.5
392,3,10,2.33,70.0,2,12.5
393,2,10,2.5,70.0,2,12.5
394,3,10,2.33,70.0,3,0.0
395,3,10,3.33,70.0,3,0.0
396,1,10,5.0,70.0,3,0.0
397,1,10,1.0,70.0,3,0.0
398,1,10,2.0,70.0,3,0.0
399,1,10,3.0,70.0,3,0.0
400,1,10,4.0,70.0,3,0.0
401,1,10,5.0,70.0,3,0.0
402,1,10,6.0,70.0,3,0.0
403,1,10,7.0,70.0,3,0.0
404,1,10,7.0,60.0,3,14.29
405,1,10,7.0,60.0,3,14.29
406,0,10,0,80.0,2,0.0
407,0,10,0,80.0,2,0.0
408,0,10,0,80.0,2,0.0
409,0,10,0,80.0,2,0.0
410,0,10,0,80.0,2,0.0
411,0,10,0,80.0,2,0.0
412,0,10,0,80.0,2,0.0
413,0,10,0,80.0,2,0.0
414,0,10,0,80.0,2,0.0
415,0,10,0,80.0,2,0.0
416,0,10,0,90.0,1,0.0
417,0,10,0,90.0,1,0.0
418,0,10,0,90.0,1,0.0
419,0,10,0,90.0,1,0.0
420,0,10,0,90.0,1,0.0
421,0,10,0,90.0,1,0.0
422,1,10,1.0,90.0,1,0.0
423,0,10,0,100.0,0,0.0
424,1,10,1.0,100.0,0,0.0
425,1,10,2.0,100.0,0,0.0
426,0,10,0,100.0,0,0.0
427,1,10,0.0,90.0,0,10.0
428,1,10,0.0,90.0,0,10.0
429,2,10,0.5,90.0,0,10.0
430,2,10,1.0,90.0,0,10.0
431,1,10,0.0,90.0,1,0.0
432,1,10,0.0,80.0,1,11.11
433,2,10,0.5,80.0,1,11.11
434,1,10,2.0,90.0,1,0.0
435,0,10,0,90.0,1,0.0
436,0,10,0,90.0,1,0.0
437,0,10,0,90.0,1,0.0
438,0,10,0,90.0,1,0.0
439,0,10,0,90.0,1,0.0
440,0,10,0,90.0,1,0.0
441,0,10,0,90.0,1,0.0
442,0,10,0,90.0,1,0.0
443,1,10,1.0,90.0,1,0.0
444,0,10,0,90.0,1,0.0
445,1,10,1.0,90.0,1,0.0
446,1,10,1.0,80.0,1,11.11
447,2,10,1.0,80.0,1,11.11
448,1,10,2.0,90.0,1,0.0
449,1,10,3.0,90.0,1,0.0
450,1,10,4.0,90.0,1,0.0
451,1,10,5.0,90.0,1,0.0
452,1,10,5.0,80.0,2,0.0
453,1,10,5.0,70.0,2,12.5
454,0,10,0,80.0,2,0.0
455,0,10,0,80.0,2,0.0
456,1,10,0.0,70.0,2,12.5
457,1,10,0.0,70.0,3,0.0
458,1,10,1.0,70.0,3,0.0
459,1,10,1.0,60.0,3,14.29
460,2,10,0.5,60.0,2,25.0
461,2,10,1.0,70.0,3,0.0
462,2,10,2.0,70.0,3,0.0
463,2,10,2.5,60.0,3,14.29
464,0,10,0,60.0,4,0.0
465,0,10,0,60.0,4,0.0
466,0,10,0,60.0,4,0.0
467,1,10,1.0,60.0,4,0.0
468,1,10,2.0,60.0,4,0.0
469,1,10,3.0,60.0,4,0.0
470,1,10,3.0,50.0,5,0.0
471,0,10,0,50.0,5,0.0
472,0,10,0,50.0,5,0.0
473,1,10,1.0,50.0,5,0.0
474,1,10,2.0,50.0,5,0.0
475,1,10,3.0,50.0,5,0.0
476,1,10,4.0,50.0,5,0.0
477,1,10,5.0,50.0,5,0.0
478,1,10,5.0,40.0,5,20.0
479,1,10,5.0,40.0,5,20.0
480,1,10,5.0,40.0,5,20.0
481,0,10,0,60.0,4,0.0
482,1,10,1.0,60.0,4,0.0
483,1,10,1.0,60.0,4,0.0
484,0,10,0,60.0,4,0.0
485,0,10,0,60.0,4,0.0
486,0,10,0,70.0,3,0.0
487,0,10,0,70.0,3,0.0
488,0,10,0,70.0,3,0.0
489,0,10,0,70.0,3,0.0
490,0,10,0,80.0,2,0.0
491,0,10,0,80.0,2,0.0
492,0,10,0,80.0,2,0.0
493,0,10,0,90.0,1,0.0
494,0,10,0,90.0,1,0.0
495,0,10,0,90.0,1,0.0
496,0,10,0,90.0,1,0.0
497,0,10,0,90.0,1,0.0
498,0,10,0,90.0,1,0.0
499,0,10,0,100.0,0,0.0
500,0,10,0,100.0,0,0.0
501,0,10,0,100.0,0,0.0
502,0,10,0,100.0,0,0.0
503,0,10,0,100.0,0,0.0
504,0,10,0,100.0,0,0.0
505,0,10,0,100.0,0,0.0
506,0,10,0,100.0,0,0.0
507,1,10,1.0,100.0,0,0.0
508,1,10,2.0,100.0,0,0.0
509,1,10,3.0,100.0,0,0.0
510,2,10,2.0,90.0,0,10.0
511,2,10,2.5,90.0,0,10.0
512,2,10,3.0,90.0,0,10.0
513,2,10,3.5,90.0,0,10.0
514,1,10,3.0,90.0,1,0.0
515,0,10,0,90.0,1,0.0
516,0,10,0,90.0,1,0.0
517,0,10,0,90.0,1,0.0
518,0,10,0,90.0,1,0.0
519,0,10,0,90.0,1,0.0
520,0,10,0,90.0,1,0.0
521,1,10,1.0,90.0,1,0.0
522,1,10,2.0,90.0,1,0.0
523,0,10,0,90.0,1,0.0
524,0,10,0,90.0,1,0.0
525,1,10,1.0,90.0,1,0.0
526,1,10,2.0,90.0,1,0.0
527,1,10,2.0,80.0,1,11.11
528,1,10,2.0,80.0,1,11.11
529,1,10,2.0,80.0,1,11.11
530,1,10,2.0,80.0,1,11.11
531,2,10,1.5,80.0,2,0.0
532,1,10,2.0,80.0,2,0.0
533,1,10,3.0,80.0,2,0.0
534,2,10,2.5,80.0,2,0.0
535,1,10,2.0,80.0,2,0.0
536,2,10,1.5,70.0,3,0.0
537,2,10,2.5,70.0,3,0.0
538,2,10,3.5,70.0,3,0.0
539,2,10,4.5,70.0,3,0.0
540,2,10,5.0,60.0,3,14.29
541,2,10,5.5,60.0,3,14.29
542,2,10,6.0,60.0,3,14.29
543,1,10,5.0,70.0,3,0.0
544,0,10,0,70.0,3,0.0
545,0,10,0,70.0,3,0.0
546,0,10,0,70.0,3,0.0
547,0,10,0,70.0,3,0.0
548,1,10,1.0,70.0,3,0.0
549,1,10,2.0,70.0,3,0.0
550,1,10,3.0,70.0,3,0.0
551,0,10,0,70.0,3,0.0
552,0,10,0,70.0,3,0.0
553,0,10,0,70.0,3,0.0
554,0,10,0,70.0,3,0.0
555,1,10,1.0,70.0,3,0.0
556,0,10,0,70.0,3,0.0
557,0,10,0,70.0,3,0.0
558,1,10,1.0,70.0,3,0.0
559,1,10,2.0,70.0,3,0.0
560,0,10,0,80.0,2,0.0
561,0,10,0,80.0,2,0.0
562,0,10,0,80.0,2,0.0
563,0,10,0,80.0,2,0.0
564,0,10,0,80.0,2,0.0
565,1,10,1.0,90.0,1,0.0
566,1,10,2.0,90.0,1,0.0
567,1,10,3.0,90.0,1,0.0
568,1,10,4.0,90.0,1,0.0
569,1,10,5.0,90.0,1,0.0
570,1,10,6.0,90.0,1,0.0
571,1,10,7.0,90.0,1,0.0
572,0,10,0,100.0,0,0.0
573,0,10,0,100.0,0,0.0
574,0,10,0,100.0,0,0.0
575,1,10,1.0,100.0,0,0.0
576,0,10,0,100.0,0,0.0
577,0,10,0,100.0,0,0.0
578,0,10,0,100.0,0,0.0
579,1,10,1.0,100.0,0,0.0
580,1,10,1.0,90.0,0,10.0
581,1,10,1.0,90.0,0,10.0
582,1,10,1.0,90.0,0,10.0
583,1,10,1.0,90.0,0,10.0
584,0,10,0,90.0,1,0.0
585,0,10,0,90.0,1,0.0
586,1,10,1.0,90.0,1,0.0
587,2,10,1.5,90.0,1,0.0
588,2,10,2.5,90.0,1,0.0
589,2,10,3.5,90.0,1,0.0
590,2,10,4.5,90.0,1,0.0
591,1,10,5.0,90.0,1,0.0
592,1,10,6.0,90.0,1,0.0
593,1,10,7.0,90.0,1,0.0
594,1,10,8.0,90.0,1,0.0
595,0,10,0,90.0,1,0.0
596,1,10,1.0,90.0,1,0.0
597,1,10,2.0,90.0,1,0.0
598,1,10,3.0,90.0,1,0.0
599,1,10,4.0,90.0,1,0.0
600,1,10,5.0,90.0,1,0.0
601,1,10,6.0,90.0,1,0.0
602,0,10,0,90.0,1,0.0
603,0,10,0,90.0,1,0.0
604,0,10,0,90.0,1,0.0
605,0,10,0,90.0,1,0.0
606,0,10,0,90.0,1,0.0
607,0,10,0,90.0,1,0.0
608,0,10,0,90.0,1,0.0
609,0,10,0,90.0,1,0.0
610,0,10,0,90.0,1,0.0
611,0,10,0,90.0,1,0.0
612,0,10,0,90.0,1,0.0
613,0,10,0,100.0,0,0.0
