frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
291,1,10,1.0,70.0,2,12.5
292,1,10,1.0,70.0,2,12.5
293,1,10,1.0,70.0,2,12.5
294,1,10,1.0,70.0,2,12.5
295,1,10,1.0,70.0,3,0.0
296,1,10,0.0,60.0,3,14.29
297,2,10,0.5,60.0,3,14.29
298,2,10,1.0,60.0,3,14.29
299,2,10,1.5,60.0,3,14.29
300,3,10,1.67,60.0,4,0.0
301,1,10,5.0,60.0,4,0.0
302,2,10,3.0,50.0,4,16.67
303,2,10,3.5,50.0,4,16.67
304,2,10,3.5,50.0,3,28.57
305,2,10,3.5,50.0,3,28.57
306,2,10,0.5,60.0,4,0.0
307,0,10,0,60.0,4,0.0
308,0,10,0,60.0,4,0.0
309,0,10,0,60.0,4,0.0
310,0,10,0,60.0,4,0.0
311,0,10,0,60.0,4,0.0
312,0,10,0,60.0,4,0.0
313,0,10,0,70.0,3,0.0
314,1,10,0.0,60.0,3,14.29
315,0,10,0,60.0,4,0.0
316,1,10,1.0,60.0,4,0.0
317,1,10,2.0,60.0,4,0.0
318,1,10,3.0,60.0,4,0.0
319,1,10,4.0,60.0,4,0.0
320,0,10,0,60.0,4,0.0
321,0,10,0,60.0,4,0.0
322,0,10,0,60.0,4,0.0
323,0,10,0,60.0,4,0.0
324,0,10,0,70.0,3,0.0
325,0,10,0,70.0,3,0.0
326,0,10,0,70.0,3,0.0
327,0,10,0,70.0,3,0.0
328,1,10,0.0,60.0,3,14.29
329,0,10,0,80.0,2,0.0
330,0,10,0,80.0,2,0.0
331,0,10,0,80.0,2,0.0
332,1,10,1.0,80.0,2,0.0
333,1,10,1.0,70.0,2,12.5
334,1,10,1.0,70.0,2,12.5
335,1,10,1.0,80.0,1,11.11
336,1,10,1.0,80.0,2,0.0
337,1,10,2.0,80.0,2,0.0
338,1,10,3.0,80.0,2,0.0
339,0,10,0,80.0,2,0.0
340,0,10,0,80.0,2,0.0
341,0,10,0,80.0,2,0.0
342,0,10,0,80.0,2,0.0
343,0,10,0,80.0,2,0.0
344,0,10,0,90.0,1,0.0
345,0,10,0,90.0,1,0.0
346,0,10,0,90.0,1,0.0
347,0,10,0,90.0,1,0.0
348,0,10,0,90.0,1,0.0
349,1,10,1.0,90.0,1,0.0
350,1,10,1.0,80.0,1,11.11
351,2,10,0.5,70.0,1,22.22
352,2,10,0.5,70.0,3,0.0
353,2,10,1.0,60.0,3,14.29
354,1,10,2.0,70.0,3,0.0
355,2,10,1.5,60.0,4,0.0
356,3,10,1.67,50.0,4,16.67
357,4,10,2.0,50.0,4,16.67
358,3,10,3.33,60.0,4,0.0
359,3,10,4.33,60.0,4,0.0
360,2,10,4.5,60.0,4,0.0
361,2,10,5.5,60.0,4,0.0
362,1,10,6.0,60.0,4,0.0
363,1,10,7.0,60.0,4,0.0
364,0,10,0,60.0,4,0.0
365,0,10,0,70.0,3,0.0
366,0,10,0,70.0,3,0.0
367,0,10,0,70.0,3,0.0
368,0,10,0,70.0,3,0.0
369,0,10,0,70.0,3,0.0
370,0,10,0,70.0,3,0.0
371,0,10,0,70.0,3,0.0
372,0,10,0,70.0,3,0.0
373,0,10,0,70.0,3,0.0
374,0,10,0,70.0,3,0.0
375,0,10,0,70.0,3,0.0
376,0,10,0,70.0,3,0.0
377,0,10,0,70.0,3,0.0
378,1,10,1.0,70.0,3,0.0
379,2,10,1.5,70.0,3,0.0
380,2,10,2.5,70.0,3,0.0
381,3,10,2.67,90.0,1,0.0
382,4,10,2.5,70.0,1,22.22
383,4,10,3.0,70.0,1,22.22
384,4,10,2.5,70.0,0,30.0
385,5,10,2.4,70.0,0,30.0
386,3,10,3.0,80.0,2,0.0
387,1,10,3.0,80.0,2,0.0
388,1,10,4.0,80.0,2,0.0
389,0,10,0,80.0,2,0.0
390,0,10,0,80.0,2,0.0
391,0,10,0,80.0,2,0.0
392,0,10,0,80.0,2,0.0
393,0,10,0,80.0,2,0.0
394,0,10,0,80.0,2,0.0
395,0,10,0,80.0,2,0.0
396,0,10,0,80.0,2,0.0
397,1,10,1.0,80.0,2,0.0
398,1,10,2.0,80.0,2,0.0
399,2,10,2.0,80.0,2,0.0
400,2,10,3.0,80.0,2,0.0
401,3,10,3.0,80.0,2,0.0
402,3,10,3.67,70.0,2,12.5
403,3,10,4.33,70.0,2,12.5
404,3,10,5.0,70.0,2,12.5
405,3,10,4.33,70.0,2,12.5
406,3,10,3.67,70.0,3,0.0
407,1,10,2.0,70.0,3,0.0
408,1,10,3.0,70.0,3,0.0
409,1,10,4.0,70.0,3,0.0
410,2,10,2.0,50.0,3,28.57
411,2,10,2.5,60.0,4,0.0
412,2,10,3.5,60.0,4,0.0
413,3,10,2.67,40.0,4,33.33
414,3,10,3.0,40.0,5,20.0
415,3,10,2.0,60.0,3,14.29
416,3,10,2.0,60.0,3,14.29
417,2,10,3.5,60.0,3,14.29
418,2,10,4.0,60.0,3,14.29
419,2,10,4.5,60.0,3,14.29
420,3,10,3.67,60.0,3,14.29
421,2,10,4.5,60.0,4,0.0
422,2,10,5.0,50.0,4,16.67
423,1,10,2.0,50.0,4,16.67
424,1,10,2.0,50.0,5,0.0
425,2,10,1.5,40.0,5,20.0
426,2,10,2.0,40.0,5,20.0
427,2,10,2.5,40.0,5,20.0
428,1,10,4.0,50.0,5,0.0
429,2,10,3.0,50.0,5,0.0
430,1,10,2.0,50.0,5,0.0
431,2,10,2.0,50.0,5,0.0
432,2,10,3.0,50.0,5,0.0
433,2,10,4.0,50.0,5,0.0
434,2,10,5.0,50.0,5,0.0
435,1,10,7.0,60.0,4,0.0
436,2,10,4.0,50.0,5,0.0
437,1,10,2.0,50.0,5,0.0
438,2,10,2.0,50.0,5,0.0
439,2,10,3.0,50.0,5,0.0
440,2,10,4.0,60.0,4,0.0
441,2,10,4.0,40.0,4,33.33
442,2,10,4.0,40.0,4,33.33
443,2,10,4.0,50.0,4,16.67
444,1,10,6.0,60.0,4,0.0
445,1,10,1.0,60.0,4,0.0
446,2,10,1.5,60.0,4,0.0
447,2,10,1.5,50.0,4,16.67
448,2,10,2.0,50.0,4,16.67
449,2,10,2.5,50.0,4,16.67
450,2,10,3.0,60.0,3,14.29
451,2,10,3.0,50.0,4,16.67
452,1,10,4.0,50.0,4,16.67
453,1,10,4.0,60.0,3,14.29
454,0,10,0,70.0,3,0.0
455,0,10,0,70.0,3,0.0
456,0,10,0,70.0,3,0.0
457,1,10,1.0,70.0,3,0.0
458,1,10,2.0,70.0,3,0.0
459,1,10,2.0,60.0,3,14.29
460,1,10,2.0,60.0,3,14.29
461,2,10,1.5,60.0,4,0.0
462,1,10,1.0,40.0,5,20.0
463,1,10,1.0,40.0,5,20.0
464,1,10,1.0,40.0,5,20.0
465,2,10,1.0,50.0,4,16.67
466,2,10,1.5,50.0,5,0.0
467,3,10,2.0,50.0,5,0.0
468,3,10,2.0,40.0,5,20.0
469,3,10,2.67,40.0,5,20.0
470,2,10,3.0,40.0,5,20.0
471,2,10,3.5,40.0,5,20.0
472,1,10,5.0,50.0,5,0.0
473,2,10,3.0,40.0,5,20.0
474,1,10,5.0,40.0,5,20.0
475,1,10,5.0,40.0,6,0.0
476,1,10,6.0,40.0,6,0.0
477,0,10,0,40.0,6,0.0
478,0,10,0,40.0,6,0.0
479,1,10,1.0,40.0,6,0.0
480,2,10,1.5,50.0,5,0.0
481,2,10,2.5,50.0,5,0.0
482,1,10,3.0,50.0,5,0.0
483,1,10,4.0,50.0,5,0.0
484,2,10,3.0,50.0,5,0.0
485,2,10,3.5,40.0,5,20.0
486,1,10,7.0,50.0,5,0.0
487,0,10,0,50.0,5,0.0
488,0,10,0,50.0,5,0.0
489,1,10,1.0,50.0,5,0.0
490,1,10,1.0,50.0,4,16.67
491,2,10,1.0,60.0,4,0.0
492,2,10,2.0,60.0,4,0.0
493,2,10,3.0,60.0,4,0.0
494,3,10,2.67,50.0,5,0.0
495,3,10,3.67,60.0,4,0.0
496,2,10,1.0,50.0,4,16.67
497,3,10,1.0,40.0,4,33.33
498,3,10,1.33,40.0,4,33.33
499,4,10,1.25,30.0,5,40.0
500,3,10,2.0,30.0,6,25.0
501,3,10,2.67,40.0,5,20.0
502,2,10,3.0,40.0,6,0.0
503,3,10,3.0,40.0,6,0.0
504,2,10,4.0,50.0,5,0.0
505,2,10,5.0,50.0,5,0.0
506,2,10,6.0,50.0,5,0.0
507,3,10,5.0,50.0,5,0.0
508,2,10,6.0,50.0,5,0.0
509,2,10,2.0,50.0,5,0.0
510,2,10,3.0,50.0,5,0.0
511,2,10,3.5,40.0,5,20.0
512,2,10,3.0,40.0,5,20.0
513,2,10,3.0,40.0,5,20.0
514,1,10,2.0,50.0,5,0.0
515,1,10,3.0,50.0,5,0.0
516,1,10,4.0,50.0,5,0.0
517,1,10,5.0,50.0,5,0.0
518,1,10,5.0,40.0,5,20.0
519,1,10,5.0,40.0,5,20.0
520,1,10,5.0,50.0,5,0.0
521,1,10,1.0,50.0,5,0.0
522,2,10,1.0,40.0,5,20.0
523,3,10,1.33,50.0,4,16.67
524,3,10,2.0,50.0,4,16.67
525,3,10,2.67,50.0,4,16.67
526,3,10,3.0,40.0,5,20.0
527,3,10,3.67,40.0,5,20.0
528,3,10,4.0,40.0,4,33.33
529,2,10,3.0,60.0,3,14.29
530,2,10,3.0,50.0,3,28.57
531,1,10,5.0,70.0,2,12.5
532,0,10,0,70.0,3,0.0
533,0,10,0,70.0,3,0.0
534,0,10,0,70.0,3,0.0
535,1,10,1.0,70.0,3,0.0
536,1,10,2.0,70.0,3,0.0
